Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
8/12/2008,14:37:00,1.456,0.082,247.19,5.8,0,0,18
8/12/2008,14:38:00,1.45,0.082,247.54,5.8,0,0,19
8/12/2008,14:39:00,1.448,0.082,247.37,5.8,0,0,19
8/12/2008,14:40:00,1.44,0.08,246.92,5.8,0,0,19
8/12/2008,14:41:00,1.432,0.078,246.23,5.8,0,0,18
8/12/2008,14:42:00,1.428,0.076,245.83,5.8,0,0,19
8/12/2008,14:43:00,1.422,0.076,245.5,5.8,0,0,18
8/12/2008,14:44:00,1.418,0.074,245.06,5.8,0,0,19
8/12/2008,14:45:00,1.416,0.074,245.03,5.8,0,0,18
8/12/2008,14:46:00,1.408,0.072,244.36,5.6,0,0,18
8/12/2008,14:47:00,1.46,0.128,243.94,6,0,0,19
8/12/2008,14:48:00,1.484,0.18,244.33,6,0,0,18
8/12/2008,14:49:00,1.482,0.18,244.32,6,0,0,18
8/12/2008,14:50:00,1.474,0.176,243.3,6,0,0,18
8/12/2008,14:51:00,1.48,0.178,243.61,6,0,0,18
8/12/2008,14:52:00,1.486,0.18,244.27,6,0,0,19
8/12/2008,14:53:00,1.42,0.088,244.06,5.8,0,0,18
8/12/2008,14:54:00,1.38,0,243.67,5.6,0,0,18
8/12/2008,14:55:00,1.388,0,244.95,5.6,0,0,19
8/12/2008,14:56:00,1.404,0,246.58,5.6,0,0,18
8/12/2008,14:57:00,1.402,0,246.47,5.6,0,0,19
8/12/2008,14:58:00,1.394,0,245.63,5.6,0,0,18
8/12/2008,14:59:00,1.398,0,246.55,5.6,0,0,19
8/12/2008,15:00:00,1.33,0.064,246.19,5.4,0,0,18
8/12/2008,15:01:00,1.332,0.064,246.27,5.4,0,0,19
8/12/2008,15:02:00,1.336,0.062,246.74,5.4,0,0,19
8/12/2008,15:03:00,1.34,0.062,246.98,5.4,0,0,18
8/12/2008,15:04:00,1.338,0.062,246.87,5.4,0,0,19
8/12/2008,15:05:00,1.342,0.062,246.93,5.4,0,0,19
8/12/2008,15:06:00,1.34,0.062,246.44,5.4,0,0,18
8/12/2008,15:07:00,1.342,0.062,246.56,5.4,0,0,19
8/12/2008,15:08:00,1.336,0.062,246.08,5.4,0,0,18
8/12/2008,15:09:00,1.338,0.062,246.24,5.4,0,0,19
8/12/2008,15:10:00,1.342,0.062,246.55,5.4,0,0,19
8/12/2008,15:11:00,1.344,0.062,246.82,5.4,0,0,18
8/12/2008,15:12:00,1.34,0.062,246.38,5.4,0,0,19
8/12/2008,15:13:00,1.332,0.064,245.84,5.4,0,0,18
8/12/2008,15:14:00,1.336,0.062,246.48,5.4,0,0,19
8/12/2008,15:15:00,1.334,0.062,246.61,5.4,0,0,19
8/12/2008,15:16:00,1.332,0.062,246.45,5.4,0,0,18
8/12/2008,15:17:00,1.332,0.062,246.44,5.4,0,0,19
8/12/2008,15:18:00,1.33,0.064,246.27,5.4,0,0,18
8/12/2008,15:19:00,1.324,0.064,245.63,5.4,0,0,19
8/12/2008,15:20:00,1.324,0.064,245.21,5.4,0,0,18
8/12/2008,15:21:00,1.322,0.064,244.63,5.4,0,0,19
8/12/2008,15:22:00,1.326,0.064,245.08,5.4,0,0,18
8/12/2008,15:23:00,1.318,0.064,244.28,5.4,0,0,18
8/12/2008,15:24:00,1.374,0,243.74,5.6,0,0,19
8/12/2008,15:25:00,1.392,0.058,243.65,5.6,0,1,18
8/12/2008,15:26:00,1.392,0.058,243.72,5.6,0,2,18
8/12/2008,15:27:00,1.394,0.06,243.94,5.6,0,1,18
8/12/2008,15:28:00,1.396,0.06,244.12,5.6,0,2,19
8/12/2008,15:29:00,1.426,0.076,244.56,5.8,0,1,18
8/12/2008,15:30:00,1.526,0.206,245.65,6.2,0,1,18
8/12/2008,15:31:00,1.528,0.208,245.97,6.2,0,2,19
8/12/2008,15:32:00,1.518,0.206,245.86,6.2,0,1,18
8/12/2008,15:33:00,1.518,0.206,246.15,6.2,0,2,19
8/12/2008,15:34:00,1.514,0.206,245.87,6.2,0,1,18
8/12/2008,15:35:00,1.506,0.202,244.96,6.2,0,1,19
8/12/2008,15:36:00,1.502,0.2,244.51,6.2,0,2,18
8/12/2008,15:37:00,1.598,0.3,245.65,6.6,0,1,19
8/12/2008,15:38:00,1.594,0.316,246.17,6.6,0,2,18
8/12/2008,15:39:00,1.588,0.314,245.8,6.6,0,1,19
8/12/2008,15:40:00,1.592,0.316,246.39,6.6,0,1,18
8/12/2008,15:41:00,1.588,0.316,246.3,6.4,0,2,19
8/12/2008,15:42:00,1.582,0.316,246.09,6.4,0,1,18
8/12/2008,15:43:00,1.576,0.314,245.79,6.4,0,1,19
8/12/2008,15:44:00,1.576,0.316,246,6.4,0,1,18
8/12/2008,15:45:00,1.568,0.312,245.42,6.4,0,2,19
8/12/2008,15:46:00,1.562,0.31,245.15,6.4,0,1,18
8/12/2008,15:47:00,1.556,0.31,245.28,6.4,0,1,19
8/12/2008,15:48:00,1.54,0.282,245.38,6.4,0,1,18
8/12/2008,15:49:00,1.388,0,245.09,5.6,0,0,19
8/12/2008,15:50:00,1.32,0.066,244.96,5.4,0,0,18
8/12/2008,15:51:00,1.324,0.064,244.94,5.4,0,0,18
8/12/2008,15:52:00,1.33,0.064,245.5,5.4,0,0,19
8/12/2008,15:53:00,1.328,0.064,245.43,5.4,0,0,18
8/12/2008,15:54:00,1.326,0.066,245.15,5.4,0,0,19
8/12/2008,15:55:00,1.332,0.064,245.68,5.4,0,0,18
8/12/2008,15:56:00,1.344,0.062,246.87,5.4,0,0,19
8/12/2008,15:57:00,1.342,0.062,246.76,5.4,0,0,19
8/12/2008,15:58:00,1.342,0.062,246.73,5.4,0,0,18
8/12/2008,15:59:00,1.338,0.062,246.65,5.4,0,0,19
8/12/2008,16:00:00,1.33,0.064,246.35,5.4,0,0,18
8/12/2008,16:01:00,1.324,0.064,245.74,5.4,0,0,19
8/12/2008,16:02:00,1.328,0.064,245.97,5.4,0,0,18
8/12/2008,16:03:00,1.332,0.064,246.52,5.4,0,0,19
8/12/2008,16:04:00,1.336,0.062,246.83,5.4,0,0,19
8/12/2008,16:05:00,1.324,0.064,245.36,5.4,0,0,18
8/12/2008,16:06:00,1.326,0.064,245.27,5.4,0,0,19
8/12/2008,16:07:00,1.334,0.062,245.99,5.4,0,0,18
8/12/2008,16:08:00,1.324,0.064,245.05,5.4,0,0,19
8/12/2008,16:09:00,1.322,0.066,244.78,5.4,0,0,18
8/12/2008,16:10:00,1.324,0.064,245.17,5.4,0,0,18
8/12/2008,16:11:00,1.32,0.064,244.68,5.4,0,0,19
8/12/2008,16:12:00,1.322,0.064,245.3,5.4,0,0,18
8/12/2008,16:13:00,1.322,0.064,245.62,5.4,0,0,19
8/12/2008,16:14:00,1.33,0.064,246.21,5.4,0,0,18
8/12/2008,16:15:00,0.85,0.056,247.38,4,0,0,12
8/12/2008,16:16:00,0.214,0.05,247.51,0.8,0,0,0
8/12/2008,16:17:00,0.212,0.05,247.61,0.8,0,0,0
8/12/2008,16:18:00,0.214,0.05,247.61,0.8,0,0,0
8/12/2008,16:19:00,0.212,0.052,246.59,0.8,0,0,0
8/12/2008,16:20:00,0.216,0.052,246.5,0.8,0,0,0
8/12/2008,16:21:00,0.22,0.052,246.81,0.8,0,0,0
8/12/2008,16:22:00,0.218,0.052,246.68,0.8,0,0,0
8/12/2008,16:23:00,0.218,0.052,246.2,0.8,0,0,0
8/12/2008,16:24:00,0.278,0,246.01,1.2,0,0,0
8/12/2008,16:25:00,0.326,0.09,246.83,1.4,0,0,0
8/12/2008,16:26:00,0.332,0.092,246.78,1.4,0,0,0
8/12/2008,16:27:00,0.408,0.198,246.14,1.8,0,0,0
8/12/2008,16:28:00,0.396,0.196,246.12,1.8,0,0,0
8/12/2008,16:29:00,0.396,0.196,245.98,1.8,0,0,0
8/12/2008,16:30:00,0.394,0.196,246.13,1.8,0,0,0
8/12/2008,16:31:00,0.39,0.196,245.99,1.8,0,0,0
8/12/2008,16:32:00,0.388,0.196,245.93,1.8,0,0,0
8/12/2008,16:33:00,0.386,0.196,245.77,1.6,0,0,0
8/12/2008,16:34:00,0.386,0.198,246.42,1.8,0,0,0
8/12/2008,16:35:00,0.388,0.2,246.43,1.8,0,0,0
8/12/2008,16:36:00,0.39,0.2,246.69,1.8,0,0,0
8/12/2008,16:37:00,0.388,0.2,246.59,1.8,0,0,0
8/12/2008,16:38:00,0.38,0.2,246.68,1.6,0,0,0
8/12/2008,16:39:00,0.372,0.188,246.47,1.6,0,0,0
8/12/2008,16:40:00,0.31,0.092,246.85,1.2,0,0,0
8/12/2008,16:41:00,0.31,0.092,246.71,1.2,0,0,0
8/12/2008,16:42:00,0.308,0.09,246.57,1.2,0,0,0
8/12/2008,16:43:00,0.308,0.092,246.86,1.2,0,0,0
8/12/2008,16:44:00,0.214,0.048,246.77,0.8,0,0,0
8/12/2008,16:45:00,0.212,0.05,247.09,0.8,0,0,0
8/12/2008,16:46:00,0.212,0.05,247.04,0.8,0,0,0
8/12/2008,16:47:00,0.21,0.054,245.56,0.8,0,0,0
8/12/2008,16:48:00,0.21,0.052,245.76,0.8,0,0,0
8/12/2008,16:49:00,0.21,0.052,245.63,0.8,0,0,0
8/12/2008,16:50:00,0.21,0.054,245.16,0.8,0,0,0
8/12/2008,16:51:00,0.21,0.054,245.41,0.8,0,0,0
8/12/2008,16:52:00,0.212,0.052,245.85,0.8,0,0,0
8/12/2008,16:53:00,0.21,0.054,244.7,0.8,0,0,0
8/12/2008,16:54:00,0.208,0.056,243.45,0.8,0,0,0
8/12/2008,16:55:00,0.208,0.058,243.44,0.8,0,0,0
8/12/2008,16:56:00,0.206,0.06,241.92,0.8,0,0,0
8/12/2008,16:57:00,0.204,0.06,241.73,0.8,0,0,0
8/12/2008,16:58:00,0.204,0.06,241.18,0.8,0,0,0
8/12/2008,16:59:00,0.204,0.06,241.43,0.8,0,0,0
8/12/2008,17:00:00,0.206,0.06,241.68,0.8,0,0,0
8/12/2008,17:01:00,0.206,0.058,242.33,0.8,0,0,0
8/12/2008,17:02:00,0.206,0.058,242.26,0.8,0,0,0
8/12/2008,17:03:00,0.206,0.058,242.19,0.8,0,0,0
8/12/2008,17:04:00,0.206,0.058,242.39,0.8,0,0,0
8/12/2008,17:05:00,0.21,0.058,241.89,0.8,0,0,0
8/12/2008,17:06:00,0.212,0.058,241.76,0.8,0,0,0
8/12/2008,17:07:00,0.214,0.058,242.63,0.8,0,0,0
8/12/2008,17:08:00,0.214,0.058,242.7,0.8,0,0,0
8/12/2008,17:09:00,0.21,0.058,242.11,0.8,0,0,0
8/12/2008,17:10:00,0.204,0.06,241.78,0.8,0,0,0
8/12/2008,17:11:00,0.204,0.06,240.89,0.8,0,0,0
8/12/2008,17:12:00,0.204,0.06,240.69,0.8,0,0,0
8/12/2008,17:13:00,0.204,0.06,240.41,0.8,0,0,0
8/12/2008,17:14:00,0.204,0.06,240.85,0.8,0,0,0
8/12/2008,17:15:00,0.234,0,240.92,1.2,0,0,0
8/12/2008,17:16:00,0.282,0,240.76,1.2,0,0,0
8/12/2008,17:17:00,0.282,0,241.04,1.2,0,0,0
8/12/2008,17:18:00,0.282,0,241.65,1.2,0,0,0
8/12/2008,17:19:00,0.366,0.128,240.26,1.6,0,0,0
8/12/2008,17:20:00,0.392,0.17,239.36,1.8,0,0,0
8/12/2008,17:21:00,0.392,0.174,240.24,1.8,0,0,0
8/12/2008,17:22:00,0.39,0.176,241.14,1.8,0,0,0
8/12/2008,17:23:00,0.388,0.176,241.22,1.8,0,0,0
8/12/2008,17:24:00,0.386,0.178,241.35,1.6,0,0,0
8/12/2008,17:25:00,0.386,0.18,241.8,1.6,0,0,0
8/12/2008,17:26:00,0.384,0.18,241.86,1.6,0,0,0
8/12/2008,17:27:00,0.37,0.16,241.98,1.6,0,0,0
8/12/2008,17:28:00,0.312,0.074,241.58,1.2,0,0,0
8/12/2008,17:29:00,0.312,0.078,242.39,1.2,0,0,0
8/12/2008,17:30:00,0.304,0.076,241.84,1.2,0,0,0
8/12/2008,17:31:00,0.304,0.076,242.06,1.2,0,0,0
8/12/2008,17:32:00,0.302,0.076,242.16,1.2,0,0,0
8/12/2008,17:33:00,0.302,0.076,242.44,1.2,0,0,0
8/12/2008,17:34:00,0.434,0.068,240.54,1.8,0,0,0
8/12/2008,17:35:00,0.576,0.064,240.25,2.4,0,0,0
8/12/2008,17:36:00,1.074,0.192,240.22,5.6,0,0,0
8/12/2008,17:37:00,0.49,0.07,241.11,2,0,0,0
8/12/2008,17:38:00,0.514,0,241.16,2.2,0,0,0
8/12/2008,17:39:00,0.502,0.064,241.26,2,0,0,0
8/12/2008,17:40:00,0.502,0.064,241.49,2,0,0,0
8/12/2008,17:41:00,0.5,0.064,241.11,2,0,0,0
8/12/2008,17:42:00,0.5,0.064,241.06,2,0,0,0
8/12/2008,17:43:00,0.5,0.064,240.75,2,0,0,0
8/12/2008,17:44:00,0.536,0.066,240.67,2.2,0,0,0
8/12/2008,17:45:00,0.562,0.066,240.58,2.2,0,0,0
8/12/2008,17:46:00,0.562,0.066,240.69,2.2,0,0,0
8/12/2008,17:47:00,0.556,0.066,240.41,2.2,0,0,0
8/12/2008,17:48:00,0.558,0.066,241.34,2.2,0,0,0
8/12/2008,17:49:00,0.558,0.066,241.21,2.2,0,0,0
8/12/2008,17:50:00,0.56,0.066,240.86,2.2,0,0,0
8/12/2008,17:51:00,0.562,0.066,240.91,2.2,0,0,0
8/12/2008,17:52:00,0.564,0.066,241.41,2.2,0,0,0
8/12/2008,17:53:00,0.566,0.066,241.75,2.2,0,0,0
8/12/2008,17:54:00,0.566,0.066,241.73,2.2,0,0,0
8/12/2008,17:55:00,0.566,0.066,242.15,2.2,0,0,0
8/12/2008,17:56:00,0.566,0.066,242,2.2,0,0,0
8/12/2008,17:57:00,0.568,0.064,242.26,2.2,0,0,0
8/12/2008,17:58:00,0.564,0.066,241.58,2.2,0,0,0
8/12/2008,17:59:00,0.564,0.066,241.22,2.2,0,0,0
8/12/2008,18:00:00,0.562,0.066,240.77,2.2,0,0,0
8/12/2008,18:01:00,0.562,0.066,240.93,2.2,0,0,0
8/12/2008,18:02:00,0.564,0.068,240.96,2.2,0,0,0
8/12/2008,18:03:00,1.272,0.14,240.03,5.4,0,0,0
8/12/2008,18:04:00,1.288,0.148,240.04,5.4,0,2,0
8/12/2008,18:05:00,1.228,0.15,240.1,5,0,1,0
8/12/2008,18:06:00,1.236,0.15,240.06,5.2,0,1,0
8/12/2008,18:07:00,1.226,0.15,239.83,5,0,2,0
8/12/2008,18:08:00,1.348,0.146,239.85,5.6,0,1,0
8/12/2008,18:09:00,1.502,0.144,239.61,6.2,0,2,0
8/12/2008,18:10:00,1.504,0.146,240.34,6.2,0,1,0
8/12/2008,18:11:00,1.51,0.146,240.11,6.2,0,1,0
8/12/2008,18:12:00,1.498,0.144,239.42,6.2,0,2,0
8/12/2008,18:13:00,1.47,0.248,239.9,6.2,0,1,0
8/12/2008,18:14:00,1.33,0.28,239.9,5.6,0,2,0
8/12/2008,18:15:00,1.322,0.278,239.45,5.6,0,1,0
8/12/2008,18:16:00,1.32,0.276,238.94,5.6,0,1,0
8/12/2008,18:17:00,1.322,0.272,238.42,5.6,0,2,0
8/12/2008,18:18:00,1.322,0.27,238.21,5.6,0,1,0
8/12/2008,18:19:00,1.324,0.274,238.96,5.6,0,1,0
8/12/2008,18:20:00,1.332,0.28,239.72,5.6,0,2,0
8/12/2008,18:21:00,1.278,0.194,239.65,5.4,0,1,0
8/12/2008,18:22:00,1.27,0.18,240.32,5.2,0,1,0
8/12/2008,18:23:00,1.214,0.186,240.11,5,0,1,0
8/12/2008,18:24:00,1.204,0.184,239.5,5,0,2,0
8/12/2008,18:25:00,1.206,0.186,240.08,5,0,1,0
8/12/2008,18:26:00,1.206,0.19,240.65,5,0,1,0
8/12/2008,18:27:00,1.17,0.132,240.78,4.8,0,1,0
8/12/2008,18:28:00,1.128,0.068,240.79,4.6,0,0,0
8/12/2008,18:29:00,1.128,0.068,240.92,4.6,0,0,0
8/12/2008,18:30:00,1.118,0.064,239.3,4.6,0,0,0
8/12/2008,18:31:00,1.118,0.064,239.28,4.6,0,0,0
8/12/2008,18:32:00,1.064,0,241.71,4.4,0,0,0
8/12/2008,18:33:00,1.036,0.064,241.05,4.2,0,0,0
8/12/2008,18:34:00,1.032,0.066,240.21,4.2,0,0,0
8/12/2008,18:35:00,1.034,0.064,240.03,4.2,0,0,0
8/12/2008,18:36:00,1.038,0.064,240.2,4.2,0,0,0
8/12/2008,18:37:00,1.032,0.064,239.82,4.2,0,0,0
8/12/2008,18:38:00,1.078,0.064,239.77,4.4,0,0,0
8/12/2008,18:39:00,1.098,0.064,240.37,4.6,0,0,0
8/12/2008,18:40:00,1.096,0.064,240.76,4.6,0,0,0
8/12/2008,18:41:00,1.094,0.066,240.41,4.6,0,0,0
8/12/2008,18:42:00,1.102,0.064,241.27,4.6,0,0,0
8/12/2008,18:43:00,1.1,0.064,241.56,4.6,0,0,0
8/12/2008,18:44:00,1.038,0.064,241.28,4.2,0,0,0
8/12/2008,18:45:00,1.036,0.064,241.18,4.2,0,0,0
8/12/2008,18:46:00,1.036,0.064,241.37,4.2,0,0,0
8/12/2008,18:47:00,1.038,0.062,241.35,4.2,0,0,0
8/12/2008,18:48:00,1.032,0.064,240.46,4.2,0,0,0
8/12/2008,18:49:00,1.032,0.064,240.18,4.2,0,0,0
8/12/2008,18:50:00,1.03,0.064,239.44,4.2,0,0,0
8/12/2008,18:51:00,1.028,0.066,238.88,4.2,0,0,0
8/12/2008,18:52:00,1.03,0.066,239.07,4.2,0,0,0
8/12/2008,18:53:00,1.028,0.066,239.48,4.2,0,0,0
8/12/2008,18:54:00,1.028,0.064,239.93,4.2,0,0,0
8/12/2008,18:55:00,1.034,0.064,240.58,4.2,0,0,0
8/12/2008,18:56:00,1.1,0,240.05,4.6,0,0,0
8/12/2008,18:57:00,1.102,0,239.6,4.6,0,0,0
8/12/2008,18:58:00,1.1,0,239.88,4.6,0,0,0
8/12/2008,18:59:00,1.106,0,240.46,4.6,0,0,0
8/12/2008,19:00:00,1.11,0,241.05,4.6,0,0,0
8/12/2008,19:01:00,1.114,0,242.06,4.6,0,0,0
8/12/2008,19:02:00,1.12,0,242.71,4.6,0,0,0
8/12/2008,19:03:00,1.344,0.062,243.27,5.6,0,0,0
8/12/2008,19:04:00,1.632,0.084,241.88,6.6,0,0,0
8/12/2008,19:05:00,1.192,0.048,241.64,5,0,0,0
8/12/2008,19:06:00,1.122,0,242.51,4.6,0,0,0
8/12/2008,19:07:00,1.118,0,242.52,4.6,0,0,0
8/12/2008,19:08:00,1.144,0.05,242.72,4.6,0,0,0
8/12/2008,19:09:00,1.156,0.074,242.32,4.8,0,0,0
8/12/2008,19:10:00,1.158,0.078,243.4,4.8,0,0,0
8/12/2008,19:11:00,1.16,0.078,243.66,4.8,0,0,0
8/12/2008,19:12:00,1.15,0.072,242.29,4.6,0,0,0
8/12/2008,19:13:00,1.144,0.07,241.55,4.6,0,0,0
8/12/2008,19:14:00,1.14,0.07,241.27,4.6,0,0,0
8/12/2008,19:15:00,1.14,0.074,241.05,4.6,0,0,0
8/12/2008,19:16:00,1.226,0.28,240.46,5.2,0,0,0
8/12/2008,19:17:00,1.6,0.184,240.54,7,0,0,0
8/12/2008,19:18:00,1.962,0.118,240.62,8.2,0,0,0
8/12/2008,19:19:00,1.64,0.074,241,6.8,0,0,0
8/12/2008,19:20:00,2.026,0.07,241.29,8.4,0,0,0
8/12/2008,19:21:00,1.982,0.08,240.27,8.2,0,0,0
8/12/2008,19:22:00,1.868,0.068,239.81,7.8,0,0,0
8/12/2008,19:23:00,2.074,0.226,239.76,8.6,0,0,0
8/12/2008,19:24:00,2.108,0.224,239.69,8.8,0,0,0
8/12/2008,19:25:00,2.114,0.222,240.45,8.8,0,0,0
8/12/2008,19:26:00,2.11,0.22,240.15,8.8,0,0,0
8/12/2008,19:27:00,3.394,0.52,239.06,14.6,0,0,0
8/12/2008,19:28:00,2.568,0.294,240.55,11,0,0,0
8/12/2008,19:29:00,2.196,0.214,240.79,9,0,0,0
8/12/2008,19:30:00,2.118,0.166,240.25,8.8,0,0,0
8/12/2008,19:31:00,2.032,0.078,239.96,8.4,0,0,0
8/12/2008,19:32:00,2.02,0.078,240.4,8.4,0,0,0
8/12/2008,19:33:00,2.012,0.076,240.38,8.2,0,0,0
8/12/2008,19:34:00,1.98,0.076,239.7,8.2,0,0,0
8/12/2008,19:35:00,1.976,0.074,239.88,8.2,0,0,0
8/12/2008,19:36:00,1.982,0.074,240.2,8.2,0,0,0
8/12/2008,19:37:00,1.984,0.08,239.29,8.2,0,0,0
8/12/2008,19:38:00,1.596,0.184,240.2,6.6,0,0,0
8/12/2008,19:39:00,1.572,0.184,240.38,6.6,0,0,0
8/12/2008,19:40:00,1.566,0.182,239.78,6.6,0,0,0
8/12/2008,19:41:00,1.568,0.184,240.13,6.6,0,0,0
8/12/2008,19:42:00,1.442,0.116,240.82,6,0,0,0
8/12/2008,19:43:00,1.324,0.05,241.95,5.4,0,0,0
8/12/2008,19:44:00,1.326,0.05,242.21,5.4,0,0,0
8/12/2008,19:45:00,1.32,0.05,241.79,5.4,0,0,0
8/12/2008,19:46:00,1.318,0.048,241.69,5.4,0,0,0
8/12/2008,19:47:00,1.37,0.048,241.8,5.6,0,0,0
8/12/2008,19:48:00,1.328,0.048,242.22,5.4,0,0,0
8/12/2008,19:49:00,1.316,0.048,242.06,5.4,0,0,0
8/12/2008,19:50:00,1.316,0.05,242.36,5.4,0,0,0
8/12/2008,19:51:00,1.326,0.052,243.1,5.4,0,0,0
8/12/2008,19:52:00,1.324,0.052,242.98,5.4,0,0,0
8/12/2008,19:53:00,1.272,0,242.25,5.2,0,0,0
8/12/2008,19:54:00,1.254,0.052,242.73,5,0,0,0
8/12/2008,19:55:00,1.26,0.05,243.39,5.2,0,0,0
8/12/2008,19:56:00,1.37,0,242.71,5.6,0,0,0
8/12/2008,19:57:00,1.54,0.056,242.52,6.2,0,0,0
8/12/2008,19:58:00,1.732,0.06,241.91,7.2,0,0,0
8/12/2008,19:59:00,1.882,0.062,241.67,7.8,0,0,0
8/12/2008,20:00:00,1.882,0.062,241.7,7.8,0,0,0
8/12/2008,20:01:00,1.878,0.062,241.24,7.8,0,0,0
8/12/2008,20:02:00,3.3,0.108,239.42,14.8,0,0,0
8/12/2008,20:03:00,3.324,0.128,239.67,14.6,0,0,0
8/12/2008,20:04:00,2.02,0.058,241.36,8.4,0,0,0
8/12/2008,20:05:00,1.976,0.05,241.07,8.2,0,0,0
8/12/2008,20:06:00,1.98,0.072,240.89,8.2,0,0,0
8/12/2008,20:07:00,1.98,0.072,241.09,8.2,0,0,0
8/12/2008,20:08:00,1.986,0.074,241.67,8.2,0,0,0
8/12/2008,20:09:00,1.99,0.074,242.12,8.2,0,0,0
8/12/2008,20:10:00,1.986,0.074,242.31,8.2,0,0,0
8/12/2008,20:11:00,1.982,0.074,242.35,8.2,0,0,0
8/12/2008,20:12:00,1.972,0.072,241.87,8,0,0,0
8/12/2008,20:13:00,1.97,0.074,242.38,8,0,0,0
8/12/2008,20:14:00,1.976,0.074,242.27,8,0,0,0
8/12/2008,20:15:00,1.96,0.072,241.79,8,0,0,0
8/12/2008,20:16:00,1.964,0.074,242.18,8,0,0,0
8/12/2008,20:17:00,1.97,0.074,242.4,8,0,0,0
8/12/2008,20:18:00,2.042,0.07,241.19,8.6,0,0,0
8/12/2008,20:19:00,2.14,0.068,240.95,9,0,0,0
8/12/2008,20:20:00,2.464,0.096,240.52,10.6,0,0,0
8/12/2008,20:21:00,2.334,0.096,240.82,9.8,0,0,0
8/12/2008,20:22:00,2.51,0.114,240.95,10.4,0,0,0
8/12/2008,20:23:00,2.506,0.114,241.03,10.4,0,0,0
8/12/2008,20:24:00,2.416,0,241.13,10,0,0,0
8/12/2008,20:25:00,2.45,0,241.14,10.2,0,0,0
8/12/2008,20:26:00,2.464,0.082,240.57,10.2,0,0,0
8/12/2008,20:27:00,2.458,0.08,240.09,10.2,0,0,0
8/12/2008,20:28:00,2.468,0.082,240.74,10.2,0,0,0
8/12/2008,20:29:00,2.47,0.082,240.75,10.2,0,0,0
8/12/2008,20:30:00,2.462,0.082,240.54,10.2,0,0,0
8/12/2008,20:31:00,2.47,0.084,241.16,10.2,0,0,0
8/12/2008,20:32:00,2.274,0.064,242.14,9.4,0,0,0
8/12/2008,20:33:00,2.166,0,242.1,8.8,0,0,0
8/12/2008,20:34:00,2.17,0,242.54,8.8,0,0,0
8/12/2008,20:35:00,2.23,0,242.96,9.2,0,0,0
8/12/2008,20:36:00,2.23,0,243.09,9,0,0,0
8/12/2008,20:37:00,2.17,0,242.07,8.8,0,0,0
8/12/2008,20:38:00,2.192,0,242,9,0,0,0
8/12/2008,20:39:00,2.82,0,241.34,11.8,0,0,9
8/12/2008,20:40:00,3.262,0,241.02,13.4,0,0,18
8/12/2008,20:41:00,2.786,0.092,241.4,11.6,0,0,19
8/12/2008,20:42:00,2.57,0.148,241.47,10.6,0,1,18
8/12/2008,20:43:00,2.49,0.15,241.81,10.2,0,1,18
8/12/2008,20:44:00,2.39,0.152,242.03,9.8,0,2,18
8/12/2008,20:45:00,2.39,0.152,242.11,9.8,0,1,18
8/12/2008,20:46:00,2.436,0.156,241.94,10,0,1,18
8/12/2008,20:47:00,2.636,0.178,241.58,11,0,2,18
8/12/2008,20:48:00,2.526,0.308,242.04,10.4,0,1,18
8/12/2008,20:49:00,2.408,0.15,241.82,10,0,2,18
8/12/2008,20:50:00,2.468,0.158,242.59,10.2,0,1,18
8/12/2008,20:51:00,2.722,0.16,241.63,11.2,0,1,18
8/12/2008,20:52:00,2.562,0.166,241.89,10.6,0,2,18
8/12/2008,20:53:00,2.68,0.2,242,11,0,1,18
8/12/2008,20:54:00,2.62,0.2,241.68,10.8,0,1,18
8/12/2008,20:55:00,2.762,0.2,242.05,11.4,0,2,18
8/12/2008,20:56:00,2.776,0.202,242.36,11.4,0,1,18
8/12/2008,20:57:00,2.758,0.2,242.11,11.4,0,2,18
8/12/2008,20:58:00,2.732,0.21,241.88,11.2,0,1,18
8/12/2008,20:59:00,2.9,0.324,239.85,12,0,1,18
8/12/2008,21:00:00,2.946,0.322,239.71,12.2,0,1,17
8/12/2008,21:01:00,2.808,0.326,240.12,11.6,0,2,18
8/12/2008,21:02:00,2.778,0.328,240.35,11.6,0,1,18
8/12/2008,21:03:00,2.686,0.328,240.52,11.2,0,1,17
8/12/2008,21:04:00,2.738,0.328,240.63,11.4,0,1,18
8/12/2008,21:05:00,2.708,0.328,240.33,11.2,0,2,18
8/12/2008,21:06:00,2.674,0.214,240.83,11,0,0,18
8/12/2008,21:07:00,2.676,0.212,241.66,11,0,0,17
8/12/2008,21:08:00,2.45,0.196,242,10.2,0,0,18
8/12/2008,21:09:00,2.262,0.18,241.67,9.4,0,0,18
8/12/2008,21:10:00,2.252,0.178,241.27,9.2,0,0,18
8/12/2008,21:11:00,2.24,0.176,240.86,9.2,0,0,18
8/12/2008,21:12:00,2.246,0.178,241.34,9.2,0,0,18
8/12/2008,21:13:00,2.248,0.18,241.49,9.2,0,0,18
8/12/2008,21:14:00,2.258,0.18,241.98,9.2,0,0,18
8/12/2008,21:15:00,2.26,0.182,242.29,9.2,0,0,18
8/12/2008,21:16:00,2.26,0.182,242.38,9.2,0,0,18
8/12/2008,21:17:00,2.24,0.178,241.2,9.2,0,0,18
8/12/2008,21:18:00,2.172,0.094,240.22,9,0,0,17
8/12/2008,21:19:00,2.088,0,239.93,8.6,0,0,18
